id_transacao,id_cliente,data_transacao,valor_transacao,categoria_transacao,metodo_pagamento,valor_com_taxa,transacao_valida
1281,425,2023-02-23 08:00:00,445.97,Alimentação,Transferência Bancária,468.2685000000001,True
1282,613,2023-02-23 09:00:00,553.29,Saúde,Transferência Bancária,580.9544999999999,True
1283,518,2023-02-23 10:00:00,798.32,Entretenimento,Dinheiro,838.2360000000001,True
1284,692,2023-02-23 11:00:00,587.24,Alimentação,Cartão de Crédito,616.6020000000001,True
1285,282,2023-02-23 12:00:00,960.62,Entretenimento,Transferência Bancária,1008.6510000000001,True
1286,320,2023-02-23 13:00:00,663.73,Saúde,Transferência Bancária,696.9165,True
1287,738,2023-02-23 14:00:00,527.48,Entretenimento,Cartão de Crédito,553.854,True
1288,443,2023-02-23 15:00:00,33.36,Transporte,Cartão de Débito,35.028,False
1289,952,2023-02-23 16:00:00,419.6,Entretenimento,Cartão de Débito,440.58000000000004,True
1290,315,2023-02-23 17:00:00,306.26,Educação,Cartão de Crédito,321.573,True
1291,877,2023-02-23 18:00:00,750.62,Educação,Cartão de Débito,788.1510000000001,True
1292,966,2023-02-23 19:00:00,216.19,Saúde,Dinheiro,226.9995,True
1293,741,2023-02-23 20:00:00,213.17,Saúde,Transferência Bancária,223.8285,True
1294,377,2023-02-23 21:00:00,197.62,Saúde,Cartão de Débito,207.501,True
1295,289,2023-02-23 22:00:00,134.36,Transporte,Dinheiro,141.07800000000003,True
1296,437,2023-02-23 23:00:00,317.9,Transporte,Dinheiro,333.795,True
1297,662,2023-02-24 00:00:00,887.06,Entretenimento,Dinheiro,931.413,True
1298,277,2023-02-24 01:00:00,777.18,Alimentação,Dinheiro,816.039,True
1299,710,2023-02-24 02:00:00,737.9,Educação,Dinheiro,774.795,True
1300,582,2023-02-24 03:00:00,799.36,Educação,Cartão de Crédito,839.3280000000001,True
1301,503,2023-02-24 04:00:00,276.72,Educação,Transferência Bancária,290.55600000000004,True
1302,624,2023-02-24 05:00:00,888.57,Entretenimento,Transferência Bancária,932.9985,True
1303,516,2023-02-24 06:00:00,145.93,Entretenimento,Cartão de Crédito,153.22650000000002,True
1304,350,2023-02-24 07:00:00,342.98,Saúde,Cartão de Crédito,360.129,True
1305,843,2023-02-24 08:00:00,590.88,Alimentação,Dinheiro,620.424,True
1306,446,2023-02-24 09:00:00,111.88,Saúde,Cartão de Débito,117.474,True
1307,830,2023-02-24 10:00:00,732.83,Entretenimento,Transferência Bancária,769.4715000000001,True
1308,350,2023-02-24 11:00:00,393.37,Transporte,Cartão de Débito,413.0385,True
1309,607,2023-02-24 12:00:00,786.56,Saúde,Transferência Bancária,825.888,True
1310,664,2023-02-24 13:00:00,497.97,Entretenimento,Dinheiro,522.8685,True
1311,823,2023-02-24 14:00:00,189.07,Entretenimento,Cartão de Débito,198.5235,True
1312,137,2023-02-24 15:00:00,737.41,Transporte,Transferência Bancária,774.2805,True
1313,759,2023-02-24 16:00:00,259.62,Transporte,Transferência Bancária,272.601,True
1314,899,2023-02-24 17:00:00,495.9,Transporte,Dinheiro,520.695,True
1315,243,2023-02-24 18:00:00,84.78,Alimentação,Cartão de Débito,89.019,True
1316,543,2023-02-24 19:00:00,621.69,Entretenimento,Dinheiro,652.7745000000001,True
1317,40,2023-02-24 20:00:00,669.2,Transporte,Cartão de Débito,702.6600000000001,True
1318,229,2023-02-24 21:00:00,384.89,Alimentação,Cartão de Débito,404.1345,True
1319,548,2023-02-24 22:00:00,954.88,Educação,Transferência Bancária,1002.624,True
1320,920,2023-02-24 23:00:00,875.43,Educação,Cartão de Crédito,919.2015,True
1321,223,2023-02-25 00:00:00,710.86,Educação,Cartão de Débito,746.403,True
1322,6,2023-02-25 01:00:00,716.52,Entretenimento,Cartão de Débito,752.346,True
1323,322,2023-02-25 02:00:00,259.88,Alimentação,Dinheiro,272.874,True
1324,468,2023-02-25 03:00:00,660.25,Alimentação,Cartão de Débito,693.2625,True
1325,732,2023-02-25 04:00:00,206.22,Educação,Cartão de Débito,216.531,True
1326,75,2023-02-25 05:00:00,152.56,Saúde,Cartão de Débito,160.18800000000002,True
1327,4,2023-02-25 06:00:00,999.47,Educação,Cartão de Débito,1049.4435,True
1328,847,2023-02-25 07:00:00,626.15,Entretenimento,Cartão de Débito,657.4575,True
1329,646,2023-02-25 08:00:00,436.68,Educação,Cartão de Crédito,458.514,True
1330,118,2023-02-25 09:00:00,295.28,Educação,Transferência Bancária,310.044,True
1331,881,2023-02-25 10:00:00,607.88,Alimentação,Cartão de Débito,638.274,True
1332,606,2023-02-25 11:00:00,59.1,Educação,Dinheiro,62.05500000000001,True
1333,504,2023-02-25 12:00:00,103.73,Transporte,Dinheiro,108.91650000000001,True
1334,998,2023-02-25 13:00:00,42.53,Transporte,Cartão de Débito,44.6565,False
1335,947,2023-02-25 14:00:00,504.18,Saúde,Cartão de Débito,529.389,True
1336,574,2023-02-25 15:00:00,604.6,Entretenimento,Cartão de Débito,634.83,True
1337,441,2023-02-25 16:00:00,71.85,Entretenimento,Cartão de Crédito,75.4425,True
1338,194,2023-02-25 17:00:00,724.01,Alimentação,Transferência Bancária,760.2105,True
1339,847,2023-02-25 18:00:00,238.09,Entretenimento,Dinheiro,249.99450000000002,True
1340,715,2023-02-25 19:00:00,688.35,Saúde,Cartão de Crédito,722.7675,True
1341,392,2023-02-25 20:00:00,982.08,Transporte,Cartão de Crédito,1031.1840000000002,True
1342,26,2023-02-25 21:00:00,694.19,Alimentação,Cartão de Débito,728.8995000000001,True
1343,435,2023-02-25 22:00:00,884.36,Transporte,Transferência Bancária,928.5780000000001,True
1344,173,2023-02-25 23:00:00,948.72,Saúde,Cartão de Débito,996.1560000000001,True
1345,300,2023-02-26 00:00:00,491.88,Alimentação,Dinheiro,516.474,True
1346,645,2023-02-26 01:00:00,705.3,Educação,Transferência Bancária,740.5649999999999,True
1347,326,2023-02-26 02:00:00,853.45,Entretenimento,Cartão de Débito,896.1225000000001,True
1348,410,2023-02-26 03:00:00,363.04,Saúde,Dinheiro,381.19200000000006,True
1349,118,2023-02-26 04:00:00,268.78,Alimentação,Cartão de Crédito,282.219,True
1350,836,2023-02-26 05:00:00,947.13,Transporte,Dinheiro,994.4865000000001,True
1351,787,2023-02-26 06:00:00,729.04,Alimentação,Dinheiro,765.492,True
1352,724,2023-02-26 07:00:00,227.49,Educação,Dinheiro,238.86450000000002,True
1353,225,2023-02-26 08:00:00,454.59,Saúde,Transferência Bancária,477.3195,True
1354,532,2023-02-26 09:00:00,798.49,Alimentação,Cartão de Crédito,838.4145000000001,True
1355,113,2023-02-26 10:00:00,551.59,Saúde,Transferência Bancária,579.1695000000001,True
1356,140,2023-02-26 11:00:00,653.45,Saúde,Cartão de Crédito,686.1225000000001,True
1357,559,2023-02-26 12:00:00,756.23,Transporte,Cartão de Débito,794.0415,True
1358,1,2023-02-26 13:00:00,625.79,Entretenimento,Cartão de Débito,657.0794999999999,True
1359,90,2023-02-26 14:00:00,544.68,Educação,Dinheiro,571.914,True
1360,654,2023-02-26 15:00:00,752.12,Alimentação,Dinheiro,789.726,True
1361,320,2023-02-26 16:00:00,730.29,Entretenimento,Transferência Bancária,766.8045,True
1362,550,2023-02-26 17:00:00,633.57,Transporte,Cartão de Crédito,665.2485,True
1363,805,2023-02-26 18:00:00,366.19,Entretenimento,Cartão de Crédito,384.4995,True
1364,894,2023-02-26 19:00:00,411.75,Saúde,Cartão de Crédito,432.33750000000003,True
1365,139,2023-02-26 20:00:00,970.73,Saúde,Dinheiro,1019.2665000000001,True
1366,511,2023-02-26 21:00:00,121.26,Educação,Dinheiro,127.32300000000001,True
1367,868,2023-02-26 22:00:00,275.82,Alimentação,Cartão de Crédito,289.611,True
1368,845,2023-02-26 23:00:00,497.48,Alimentação,Dinheiro,522.354,True
1369,259,2023-02-27 00:00:00,838.36,Transporte,Cartão de Crédito,880.278,True
1370,673,2023-02-27 01:00:00,172.04,Educação,Transferência Bancária,180.642,True
1371,902,2023-02-27 02:00:00,284.19,Alimentação,Cartão de Débito,298.3995,True
1372,690,2023-02-27 03:00:00,75.14,Saúde,Cartão de Crédito,78.897,True
1373,10,2023-02-27 04:00:00,708.93,Educação,Dinheiro,744.3765,True
1374,261,2023-02-27 05:00:00,245.83,Entretenimento,Transferência Bancária,258.1215,True
1375,919,2023-02-27 06:00:00,394.79,Educação,Dinheiro,414.52950000000004,True
1376,650,2023-02-27 07:00:00,449.26,Educação,Dinheiro,471.723,True
1377,172,2023-02-27 08:00:00,892.4,Alimentação,Dinheiro,937.02,True
1378,898,2023-02-27 09:00:00,417.22,Transporte,Cartão de Crédito,438.0810000000001,True
1379,13,2023-02-27 10:00:00,153.77,Transporte,Transferência Bancária,161.45850000000002,True
1380,168,2023-02-27 11:00:00,529.07,Alimentação,Cartão de Crédito,555.5235000000001,True
1381,642,2023-02-27 12:00:00,963.33,Alimentação,Cartão de Débito,1011.4965000000001,True
1382,596,2023-02-27 13:00:00,611.61,Alimentação,Cartão de Crédito,642.1905,True
1383,321,2023-02-27 14:00:00,983.55,Transporte,Cartão de Débito,1032.7275,True
1384,319,2023-02-27 15:00:00,842.7,Alimentação,Transferência Bancária,884.835,True
1385,613,2023-02-27 16:00:00,45.61,Entretenimento,Transferência Bancária,47.8905,False
1386,329,2023-02-27 17:00:00,661.82,Entretenimento,Cartão de Crédito,694.9110000000001,True
1387,785,2023-02-27 18:00:00,293.9,Saúde,Cartão de Crédito,308.59499999999997,True
1388,777,2023-02-27 19:00:00,564.02,Entretenimento,Dinheiro,592.221,True
1389,971,2023-02-27 20:00:00,286.55,Educação,Cartão de Débito,300.8775,True
1390,911,2023-02-27 21:00:00,355.38,Saúde,Dinheiro,373.149,True
1391,920,2023-02-27 22:00:00,923.94,Entretenimento,Dinheiro,970.1370000000001,True
1392,550,2023-02-27 23:00:00,214.58,Educação,Transferência Bancária,225.30900000000003,True
1393,419,2023-02-28 00:00:00,875.37,Entretenimento,Cartão de Crédito,919.1385,True
1394,606,2023-02-28 01:00:00,40.15,Educação,Transferência Bancária,42.1575,False
1395,95,2023-02-28 02:00:00,99.97,Alimentação,Cartão de Crédito,104.9685,True
1396,817,2023-02-28 03:00:00,856.13,Educação,Transferência Bancária,898.9365,True
1397,581,2023-02-28 04:00:00,634.25,Alimentação,Transferência Bancária,665.9625,True
1398,318,2023-02-28 05:00:00,749.76,Educação,Transferência Bancária,787.248,True
1399,956,2023-02-28 06:00:00,217.32,Educação,Cartão de Débito,228.186,True
1400,236,2023-02-28 07:00:00,541.71,Entretenimento,Transferência Bancária,568.7955000000001,True
1401,946,2023-02-28 08:00:00,739.85,Educação,Cartão de Débito,776.8425000000001,True
1402,334,2023-02-28 09:00:00,631.04,Entretenimento,Transferência Bancária,662.592,True
1403,885,2023-02-28 10:00:00,476.98,Educação,Cartão de Crédito,500.82900000000006,True
1404,376,2023-02-28 11:00:00,960.19,Transporte,Cartão de Débito,1008.1995000000001,True
1405,459,2023-02-28 12:00:00,679.4,Saúde,Cartão de Crédito,713.37,True
1406,137,2023-02-28 13:00:00,908.67,Entretenimento,Cartão de Crédito,954.1035,True
1407,930,2023-02-28 14:00:00,732.47,Entretenimento,Cartão de Crédito,769.0935000000001,True
1408,588,2023-02-28 15:00:00,738.11,Alimentação,Cartão de Débito,775.0155000000001,True
1409,995,2023-02-28 16:00:00,89.22,Transporte,Dinheiro,93.681,True
1410,547,2023-02-28 17:00:00,365.87,Alimentação,Cartão de Débito,384.1635,True
1411,513,2023-02-28 18:00:00,859.79,Transporte,Dinheiro,902.7795,True
1412,296,2023-02-28 19:00:00,240.28,Transporte,Cartão de Débito,252.294,True
1413,320,2023-02-28 20:00:00,124.35,Educação,Transferência Bancária,130.5675,True
1414,918,2023-02-28 21:00:00,332.84,Alimentação,Dinheiro,349.48199999999997,True
1415,572,2023-02-28 22:00:00,228.23,Saúde,Transferência Bancária,239.6415,True
1416,832,2023-02-28 23:00:00,926.04,Transporte,Dinheiro,972.342,True
1417,349,2023-03-01 00:00:00,869.29,Transporte,Cartão de Débito,912.7545,True
1418,840,2023-03-01 01:00:00,504.69,Entretenimento,Cartão de Débito,529.9245,True
1419,779,2023-03-01 02:00:00,70.73,Educação,Dinheiro,74.26650000000001,True
1420,873,2023-03-01 03:00:00,717.42,Saúde,Transferência Bancária,753.2909999999999,True
1421,229,2023-03-01 04:00:00,627.18,Transporte,Cartão de Crédito,658.539,True
1422,270,2023-03-01 05:00:00,970.85,Entretenimento,Dinheiro,1019.3925,True
1423,828,2023-03-01 06:00:00,563.36,Alimentação,Dinheiro,591.528,True
1424,798,2023-03-01 07:00:00,343.03,Transporte,Transferência Bancária,360.18149999999997,True
1425,291,2023-03-01 08:00:00,523.83,Entretenimento,Cartão de Crédito,550.0215000000001,True
1426,725,2023-03-01 09:00:00,979.47,Alimentação,Dinheiro,1028.4435,True
1427,165,2023-03-01 10:00:00,699.4,Educação,Cartão de Crédito,734.37,True
1428,5,2023-03-01 11:00:00,675.26,Alimentação,Cartão de Crédito,709.023,True
1429,851,2023-03-01 12:00:00,248.27,Transporte,Cartão de Débito,260.68350000000004,True
1430,379,2023-03-01 13:00:00,746.17,Saúde,Transferência Bancária,783.4784999999999,True
1431,78,2023-03-01 14:00:00,752.77,Alimentação,Dinheiro,790.4085,True
1432,410,2023-03-01 15:00:00,324.12,Saúde,Dinheiro,340.326,True
1433,574,2023-03-01 16:00:00,488.88,Saúde,Cartão de Crédito,513.3240000000001,True
1434,132,2023-03-01 17:00:00,301.66,Alimentação,Dinheiro,316.74300000000005,True
1435,601,2023-03-01 18:00:00,266.12,Educação,Cartão de Crédito,279.42600000000004,True
1436,749,2023-03-01 19:00:00,35.64,Alimentação,Dinheiro,37.422000000000004,False
1437,42,2023-03-01 20:00:00,292.36,Entretenimento,Transferência Bancária,306.978,True
1438,89,2023-03-01 21:00:00,558.43,Saúde,Dinheiro,586.3515,True
1439,402,2023-03-01 22:00:00,11.59,Transporte,Cartão de Crédito,12.169500000000001,False
1440,296,2023-03-01 23:00:00,290.39,Saúde,Cartão de Crédito,304.9095,True
1441,840,2023-03-02 00:00:00,882.6,Transporte,Dinheiro,926.73,True
1442,295,2023-03-02 01:00:00,597.71,Entretenimento,Dinheiro,627.5955,True
1443,616,2023-03-02 02:00:00,611.78,Entretenimento,Cartão de Crédito,642.369,True
1444,526,2023-03-02 03:00:00,409.33,Entretenimento,Cartão de Débito,429.7965,True
1445,800,2023-03-02 04:00:00,679.71,Alimentação,Cartão de Débito,713.6955,True
1446,691,2023-03-02 05:00:00,198.03,Saúde,Dinheiro,207.9315,True
1447,637,2023-03-02 06:00:00,820.56,Transporte,Transferência Bancária,861.588,True
1448,422,2023-03-02 07:00:00,125.52,Entretenimento,Dinheiro,131.796,True
1449,865,2023-03-02 08:00:00,659.44,Entretenimento,Transferência Bancária,692.412,True
1450,23,2023-03-02 09:00:00,347.74,Transporte,Dinheiro,365.127,True
1451,575,2023-03-02 10:00:00,750.04,Saúde,Cartão de Crédito,787.542,True
1452,143,2023-03-02 11:00:00,554.27,Saúde,Dinheiro,581.9835,True
1453,993,2023-03-02 12:00:00,457.83,Transporte,Transferência Bancária,480.7215,True
1454,665,2023-03-02 13:00:00,177.73,Educação,Transferência Bancária,186.6165,True
1455,145,2023-03-02 14:00:00,640.45,Saúde,Dinheiro,672.4725000000001,True
1456,225,2023-03-02 15:00:00,975.02,Transporte,Dinheiro,1023.7710000000001,True
1457,503,2023-03-02 16:00:00,827.35,Transporte,Cartão de Débito,868.7175000000001,True
1458,962,2023-03-02 17:00:00,69.41,Entretenimento,Dinheiro,72.8805,True
1459,974,2023-03-02 18:00:00,382.47,Transporte,Dinheiro,401.59350000000006,True
1460,821,2023-03-02 19:00:00,926.33,Alimentação,Cartão de Crédito,972.6465000000001,True
1461,616,2023-03-02 20:00:00,508.01,Entretenimento,Transferência Bancária,533.4105,True
1462,104,2023-03-02 21:00:00,665.49,Entretenimento,Cartão de Débito,698.7645,True
1463,947,2023-03-02 22:00:00,913.47,Saúde,Cartão de Crédito,959.1435,True
1464,39,2023-03-02 23:00:00,875.06,Educação,Dinheiro,918.813,True
1465,947,2023-03-03 00:00:00,506.8,Saúde,Transferência Bancária,532.14,True
1466,198,2023-03-03 01:00:00,443.27,Alimentação,Dinheiro,465.4335,True
1467,646,2023-03-03 02:00:00,346.3,Entretenimento,Dinheiro,363.615,True
1468,579,2023-03-03 03:00:00,721.83,Entretenimento,Dinheiro,757.9215,True
1469,391,2023-03-03 04:00:00,294.12,Transporte,Dinheiro,308.826,True
1470,179,2023-03-03 05:00:00,257.39,Educação,Transferência Bancária,270.2595,True
1471,968,2023-03-03 06:00:00,362.69,Educação,Cartão de Crédito,380.8245,True
1472,554,2023-03-03 07:00:00,185.44,Transporte,Dinheiro,194.71200000000002,True
1473,448,2023-03-03 08:00:00,698.17,Alimentação,Dinheiro,733.0785,True
1474,500,2023-03-03 09:00:00,620.08,Educação,Cartão de Débito,651.0840000000001,True
1475,15,2023-03-03 10:00:00,488.05,Entretenimento,Cartão de Débito,512.4525,True
1476,623,2023-03-03 11:00:00,396.42,Alimentação,Transferência Bancária,416.24100000000004,True
1477,669,2023-03-03 12:00:00,909.97,Saúde,Dinheiro,955.4685000000001,True
1478,289,2023-03-03 13:00:00,38.83,Saúde,Dinheiro,40.7715,False
1479,478,2023-03-03 14:00:00,771.42,Alimentação,Dinheiro,809.991,True
1480,231,2023-03-03 15:00:00,902.89,Entretenimento,Transferência Bancária,948.0345,True
1481,923,2023-03-03 16:00:00,451.89,Saúde,Transferência Bancária,474.4845,True
1482,420,2023-03-03 17:00:00,555.18,Entretenimento,Dinheiro,582.939,True
1483,157,2023-03-03 18:00:00,945.02,Transporte,Dinheiro,992.2710000000001,True
1484,550,2023-03-03 19:00:00,220.15,Educação,Transferência Bancária,231.15750000000003,True
1485,441,2023-03-03 20:00:00,524.93,Alimentação,Dinheiro,551.1764999999999,True
1486,97,2023-03-03 21:00:00,479.97,Educação,Cartão de Crédito,503.96850000000006,True
1487,997,2023-03-03 22:00:00,265.81,Transporte,Cartão de Crédito,279.1005,True
1488,411,2023-03-03 23:00:00,820.41,Saúde,Transferência Bancária,861.4305,True
1489,951,2023-03-04 00:00:00,900.6,Entretenimento,Cartão de Crédito,945.6300000000001,True
1490,289,2023-03-04 01:00:00,784.11,Entretenimento,Cartão de Débito,823.3155,True
1491,254,2023-03-04 02:00:00,203.41,Transporte,Dinheiro,213.5805,True
1492,196,2023-03-04 03:00:00,95.88,Alimentação,Cartão de Débito,100.67399999999999,True
1493,598,2023-03-04 04:00:00,609.39,Educação,Cartão de Débito,639.8595,True
1494,834,2023-03-04 05:00:00,66.52,Saúde,Cartão de Débito,69.846,True
1495,522,2023-03-04 06:00:00,676.1,Alimentação,Cartão de Crédito,709.9050000000001,True
1496,517,2023-03-04 07:00:00,535.12,Transporte,Dinheiro,561.876,True
1497,635,2023-03-04 08:00:00,666.16,Transporte,Dinheiro,699.468,True
1498,842,2023-03-04 09:00:00,594.27,Entretenimento,Transferência Bancária,623.9835,True
1499,865,2023-03-04 10:00:00,428.48,Saúde,Cartão de Débito,449.90400000000005,True
1500,118,2023-03-04 11:00:00,208.87,Alimentação,Cartão de Crédito,219.3135,True
1501,806,2023-03-04 12:00:00,312.65,Entretenimento,Cartão de Débito,328.28249999999997,True
1502,909,2023-03-04 13:00:00,529.26,Saúde,Cartão de Débito,555.7230000000001,True
1503,159,2023-03-04 14:00:00,655.35,Educação,Dinheiro,688.1175000000001,True
1504,815,2023-03-04 15:00:00,781.69,Educação,Transferência Bancária,820.7745000000001,True
1505,228,2023-03-04 16:00:00,769.5,Entretenimento,Cartão de Crédito,807.975,True
1506,877,2023-03-04 17:00:00,972.96,Alimentação,Dinheiro,1021.6080000000001,True
1507,216,2023-03-04 18:00:00,292.98,Saúde,Cartão de Débito,307.629,True
1508,948,2023-03-04 19:00:00,80.4,Educação,Dinheiro,84.42000000000002,True
1509,696,2023-03-04 20:00:00,352.2,Educação,Cartão de Débito,369.81,True
1510,15,2023-03-04 21:00:00,745.86,Alimentação,Cartão de Crédito,783.153,True
1511,157,2023-03-04 22:00:00,443.73,Entretenimento,Dinheiro,465.91650000000004,True
1512,648,2023-03-04 23:00:00,819.61,Transporte,Dinheiro,860.5905,True
1513,261,2023-03-05 00:00:00,553.83,Saúde,Dinheiro,581.5215000000001,True
1514,157,2023-03-05 01:00:00,930.49,Educação,Dinheiro,977.0145,True
1515,47,2023-03-05 02:00:00,948.38,Transporte,Dinheiro,995.7990000000001,True
1516,324,2023-03-05 03:00:00,78.61,Alimentação,Cartão de Crédito,82.54050000000001,True
1517,844,2023-03-05 04:00:00,461.85,Entretenimento,Transferência Bancária,484.94250000000005,True
1518,685,2023-03-05 05:00:00,613.59,Saúde,Cartão de Crédito,644.2695000000001,True
1519,130,2023-03-05 06:00:00,263.31,Alimentação,Dinheiro,276.4755,True
1520,411,2023-03-05 07:00:00,413.01,Entretenimento,Cartão de Débito,433.6605,True
1521,95,2023-03-05 08:00:00,680.9,Alimentação,Cartão de Débito,714.945,True
1522,627,2023-03-05 09:00:00,234.47,Educação,Dinheiro,246.1935,True
1523,755,2023-03-05 10:00:00,605.96,Educação,Transferência Bancária,636.258,True
1524,932,2023-03-05 11:00:00,700.47,Transporte,Dinheiro,735.4935,True
1525,292,2023-03-05 12:00:00,99.59,Alimentação,Cartão de Crédito,104.5695,True
1526,794,2023-03-05 13:00:00,502.55,Educação,Transferência Bancária,527.6775,True
1527,811,2023-03-05 14:00:00,270.45,Entretenimento,Transferência Bancária,283.9725,True
1528,283,2023-03-05 15:00:00,727.14,Transporte,Cartão de Crédito,763.4970000000001,True
1529,69,2023-03-05 16:00:00,197.66,Saúde,Transferência Bancária,207.543,True
1530,660,2023-03-05 17:00:00,893.32,Alimentação,Dinheiro,937.9860000000001,True
1531,11,2023-03-05 18:00:00,436.63,Educação,Dinheiro,458.4615,True
1532,254,2023-03-05 19:00:00,206.02,Entretenimento,Cartão de Débito,216.32100000000003,True
1533,842,2023-03-05 20:00:00,443.64,Alimentação,Cartão de Crédito,465.822,True
1534,872,2023-03-05 21:00:00,414.66,Entretenimento,Transferência Bancária,435.39300000000003,True
1535,550,2023-03-05 22:00:00,434.63,Transporte,Transferência Bancária,456.36150000000004,True
1536,134,2023-03-05 23:00:00,589.71,Educação,Transferência Bancária,619.1955,True
1537,712,2023-03-06 00:00:00,525.96,Educação,Dinheiro,552.258,True
1538,23,2023-03-06 01:00:00,158.28,Transporte,Cartão de Crédito,166.19400000000002,True
1539,815,2023-03-06 02:00:00,74.92,Entretenimento,Dinheiro,78.66600000000001,True
1540,346,2023-03-06 03:00:00,732.12,Alimentação,Transferência Bancária,768.726,True
1541,302,2023-03-06 04:00:00,564.12,Entretenimento,Dinheiro,592.326,True
1542,363,2023-03-06 05:00:00,365.41,Alimentação,Transferência Bancária,383.68050000000005,True
1543,396,2023-03-06 06:00:00,810.27,Transporte,Transferência Bancária,850.7835,True
1544,218,2023-03-06 07:00:00,394.18,Saúde,Dinheiro,413.889,True
1545,141,2023-03-06 08:00:00,798.01,Alimentação,Transferência Bancária,837.9105000000001,True
1546,616,2023-03-06 09:00:00,312.7,Educação,Dinheiro,328.335,True
1547,958,2023-03-06 10:00:00,82.12,Educação,Cartão de Débito,86.22600000000001,True
1548,210,2023-03-06 11:00:00,933.31,Educação,Dinheiro,979.9755,True
1549,985,2023-03-06 12:00:00,400.61,Entretenimento,Cartão de Débito,420.64050000000003,True
1550,993,2023-03-06 13:00:00,794.77,Entretenimento,Cartão de Débito,834.5085,True
1551,623,2023-03-06 14:00:00,286.35,Entretenimento,Dinheiro,300.6675,True
1552,616,2023-03-06 15:00:00,649.9,Educação,Cartão de Crédito,682.395,True
1553,828,2023-03-06 16:00:00,874.58,Alimentação,Cartão de Crédito,918.3090000000001,True
1554,683,2023-03-06 17:00:00,51.23,Educação,Dinheiro,53.7915,True
1555,460,2023-03-06 18:00:00,832.33,Alimentação,Dinheiro,873.9465000000001,True
1556,356,2023-03-06 19:00:00,575.62,Entretenimento,Transferência Bancária,604.4010000000001,True
1557,324,2023-03-06 20:00:00,611.4,Saúde,Transferência Bancária,641.97,True
1558,133,2023-03-06 21:00:00,527.93,Entretenimento,Dinheiro,554.3265,True
1559,888,2023-03-06 22:00:00,875.73,Transporte,Cartão de Crédito,919.5165000000001,True
1560,805,2023-03-06 23:00:00,53.0,Alimentação,Transferência Bancária,55.650000000000006,True
1561,840,2023-03-07 00:00:00,268.42,Saúde,Transferência Bancária,281.841,True
1562,127,2023-03-07 01:00:00,877.0,Entretenimento,Cartão de Crédito,920.85,True
1563,106,2023-03-07 02:00:00,754.82,Saúde,Dinheiro,792.561,True
1564,604,2023-03-07 03:00:00,27.47,Educação,Cartão de Crédito,28.8435,False
1565,799,2023-03-07 04:00:00,521.84,Alimentação,Cartão de Débito,547.932,True
1566,378,2023-03-07 05:00:00,534.28,Transporte,Transferência Bancária,560.994,True
1567,905,2023-03-07 06:00:00,406.87,Educação,Transferência Bancária,427.2135,True
1568,51,2023-03-07 07:00:00,304.42,Saúde,Transferência Bancária,319.641,True
1569,29,2023-03-07 08:00:00,684.91,Entretenimento,Cartão de Crédito,719.1555,True
1570,462,2023-03-07 09:00:00,215.71,Alimentação,Cartão de Crédito,226.49550000000002,True
1571,296,2023-03-07 10:00:00,800.96,Transporte,Dinheiro,841.008,True
1572,297,2023-03-07 11:00:00,805.01,Entretenimento,Transferência Bancária,845.2605,True
1573,726,2023-03-07 12:00:00,421.11,Transporte,Cartão de Débito,442.1655,True
1574,779,2023-03-07 13:00:00,290.71,Alimentação,Dinheiro,305.2455,True
1575,407,2023-03-07 14:00:00,291.04,Saúde,Cartão de Crédito,305.59200000000004,True
1576,769,2023-03-07 15:00:00,487.47,Transporte,Cartão de Débito,511.84350000000006,True
1577,814,2023-03-07 16:00:00,722.38,Alimentação,Dinheiro,758.499,True
1578,613,2023-03-07 17:00:00,365.28,Transporte,Cartão de Crédito,383.544,True
1579,405,2023-03-07 18:00:00,613.94,Entretenimento,Cartão de Débito,644.6370000000001,True
1580,346,2023-03-07 19:00:00,388.66,Transporte,Dinheiro,408.093,True
1581,622,2023-03-07 20:00:00,311.48,Entretenimento,Cartão de Débito,327.05400000000003,True
1582,420,2023-03-07 21:00:00,34.61,Entretenimento,Cartão de Crédito,36.3405,False
1583,182,2023-03-07 22:00:00,13.87,Alimentação,Dinheiro,14.5635,False
1584,983,2023-03-07 23:00:00,234.94,Educação,Cartão de Crédito,246.687,True
1585,825,2023-03-08 00:00:00,412.34,Transporte,Transferência Bancária,432.957,True
1586,1,2023-03-08 01:00:00,852.75,Saúde,Transferência Bancária,895.3875,True
1587,831,2023-03-08 02:00:00,800.5,Entretenimento,Cartão de Débito,840.5250000000001,True
1588,950,2023-03-08 03:00:00,274.49,Educação,Transferência Bancária,288.21450000000004,True
1589,567,2023-03-08 04:00:00,252.1,Entretenimento,Cartão de Crédito,264.705,True
1590,371,2023-03-08 05:00:00,235.05,Educação,Cartão de Débito,246.8025,True
1591,936,2023-03-08 06:00:00,345.84,Educação,Dinheiro,363.132,True
1592,911,2023-03-08 07:00:00,503.22,Saúde,Cartão de Crédito,528.3810000000001,True
1593,661,2023-03-08 08:00:00,444.28,Educação,Dinheiro,466.49399999999997,True
1594,431,2023-03-08 09:00:00,226.09,Saúde,Dinheiro,237.39450000000002,True
1595,969,2023-03-08 10:00:00,139.15,Alimentação,Dinheiro,146.10750000000002,True
1596,309,2023-03-08 11:00:00,22.45,Entretenimento,Dinheiro,23.5725,False
1597,137,2023-03-08 12:00:00,162.42,Saúde,Cartão de Crédito,170.541,True
